Title,Authors and Journal,Year,Cited by,Paper URL
Animal bones and archaeology: A reply to Gobalet,"S Tushingham, J Hopt",2017.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:TFP_iSt0sucC
"Expanding Perspectives on the Archaeology of Pipes, Tobacco, and Other Smoke Plants in the Ancient Americas","EA Bollwerk, S Tushingham",2016.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:_FxGoFyzp5QC
"Bulbs and Biographies, Pine Nuts and Palimpsests: Exploring Plant Diversity and Earth Oven Reuse at a Late Period Plateau Site","M Carney, JA Guedes, E Wohlgemuth, S Tushingham",2022.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:rO6llkc54NcC
Who Writes the Past? The Evolving Gender and Professional Landscape of Great Basin Archaeology (1954–2018),"S Tushingham, TJ Fulkerson",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:NaGl4SEjCO4C
Seeing the Forest for the Trees: A Spatial Database to Enhance Potential of Legacy Collections at the Washington State University Museum of Anthropology,"WJ Damitio, A Gillreath-Brown, S Tushingham",2018.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:-f6ydRqryjwC
"Analyses of organic residue from a conical pipe from the Niles-Wolford Mound (33Pi3), Pickaway County, Ohio","MB Marley, KJ Brownstein, BT Lepper, S Tushingham, KL Leone, ...",2018.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:7PzlFSSx8tAC
"Northwest Native Plants: A Digital Space for Paleoethnobotanical Knowledges and Biocultural Heritage. Heritage 2022, 5, 297–310","M Carney, M Diedrich, JC Blong, J d’Alpoim Guedes, TJ Fulkerson, T Kite, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:u9iWguZQMMsC
The Forgotten Elements: Biodiversity Science Of Ancient Fisheries Through Broad Spectrum aDNA Identification of 'Miscellaneous Fish' Detritus,"S Tushingham, J Hopt, C Christensen, P Hawthorne, B Bingham, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:1sJd4Hv_s6UC
"The Forgotten Elements: Biodiversity Science Of Ancient Fisheries Through Broad Spectrum aDNA Identification of ""Miscellaneous Fish"" Detritus","SC Tushingham, J Hopt, P Hawthorne, E Palmer, B Bingham, U Sandhu, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:CHSYGLWDkRkC
Richard A. Gould (1939–2020),"S Tushingham, W Hildebrandt",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:3s1wT3WcHBgC
Human-Environmental Dynamics in the High Rock Country of Oregon’s Warner Valley: A Landscape View of Persistent Places of the Northern Great Basin Uplands,"E HELMER, S TUSHINGHAM",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:M05iB0D1s5AC
Childhood and Change: An Evaluation of the Consequences of Climate and Culture Change on Diet and Health,"NA Fournier, S Tushingham, E Thornton, C Monroe, A Leventhal, ...",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:BqipwSGYUEgC
How Many Turkeys Did It Take to Make a Blanket?,"WD Lipe, S Tushingham, E Blinman, C LaRue, L Webster",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:R3hNpaxXUhUC
Why Don’t We Write More? Essays On Writing and Publishing Anthropological Research,"D Stapp, JG Longenecker, TJ Fulkerson, S Tushingham",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:maZDTaKrznsC
"Writing and Publishing in Anthropology: Voices, Insights, and Disciplinary Trends","T Fulkerson, S Tushingham",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:k_IJM867U9cC
Dental calculus as a source of ancient alkaloids: Detection of nicotine by LC-MS in,"JW Eerkens, S Tushingham, KJ Brownstein",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:b0M2c_1WBrUC
"First Coastal Californians: Edited by Lynn H. Gamble. School for Advanced Research Press, Santa Fe. 2015. ISBN 978-1-938645-19-8 (Paperback US $24.95), 144 pp, 24 color plates …",S Tushingham,2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:M3ejUd6NZC8C
"In the Footsteps of Amelia Brown: Collaborative Historical Ecology at Shin-yvslh-sri~, a Tolowa Village on the North Coast of California","S Steinruck, C Stewart",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:4JMBOYKVnBMC
Newly Discovered Studio Photographs of Revolutionary Anthropologist Llewellyn Lemont Loud,H Lantier,2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rNGQ8A8AAAAJ&cstart=20&pagesize=80&citation_for_view=rNGQ8A8AAAAJ:isC4tDSrTZIC
Beyond the imitation game: Quantifying and extrapolating the capabilities of language models,"A Srivastava, A Rastogi, A Rao, AAM Shoeb, A Abid, A Fisch, AR Brown, ...",2022.0,534.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:BrmTIyaxlBUC
Open Sesame: getting inside BERT's linguistic knowledge,"Y Lin, YC Tan, R Frank",2019.0,275.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:KxtntwgDAa4C
Does syntax need to grow on trees? sources of hierarchical inductive bias in sequence-to-sequence networks,"RT McCoy, R Frank, T Linzen",2020.0,94.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:uWQEDVKXjbEC
Revisiting the poverty of the stimulus: Hierarchical generalization without a hierarchical bias in recurrent neural networks,"RT McCoy, R Frank, T Linzen",2018.0,81.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:EUQCXRtRnyEC
Syntax-aware neural semantic role labeling with supertags,"J Kasai, D Friedman, R Frank, D Radev, O Rambow",2019.0,44.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:P5F9QuxV20EC
Probabilistic predictions of people perusing: Evaluating metrics of language model performance for psycholinguistic modeling,"Y Hao, S Mendelsohn, R Sterneck, R Martinez, R Frank",2020.0,38.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:OU6Ihb5iCvQC
Context-free transductions with neural stacks,"Y Hao, W Merrill, D Angluin, R Frank, N Amsel, A Benz, S Mendelsohn",2018.0,34.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&citation_for_view=FRTxEQwAAAAJ:xtRiw3GOFMkC
TAG parsing with neural networks and vector representations of supertags,"J Kasai, R Frank, RT McCoy, O Rambow, A Nasr",2017.0,30.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:pyW8ca7W8N0C
Coloring the blank slate: Pre-training imparts a hierarchical inductive bias to sequence-to-sequence models,"A Mueller, R Frank, T Linzen, L Wang, S Schuster",2022.0,24.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:VOx2b1Wkg3QC
Formal language recognition by hard attention transformers: Perspectives from circuit complexity,"Y Hao, D Angluin, R Frank",2022.0,21.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:eJXPG6dFmWUC
Phonologically informed edit distance algorithms for word alignment with low-resource languages,"RT McCoy, R Frank",2018.0,21.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:f2IySw72cVMC
Transformers generalize linearly,"J Petty, R Frank",2021.0,16.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:B3FOqHPlNUQC
"Structure here, bias there: Hierarchical generalization by jointly learning syntactic transformations","K Mulligan, R Frank",2021.0,14.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:vRqMK49ujn8C
End-to-end graph-based TAG parsing with neural networks,"J Kasai, R Frank, P Xu, W Merrill, O Rambow",2018.0,13.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:abG-DnoFyZgC
Variation in mild context-sensitivity: Derivational state and structural monotonicity,"R Frank, T Hunter",2021.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:4fKUyHm3Qg0C
Finding syntactic representations in neural stacks,"W Merrill, L Khazan, N Amsel, Y Hao, S Mendelsohn, R Frank",2019.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:nb7KW1ujOQ8C
Discourse domains and syntactic phases: A constraint on long-distance multiple sluicing,"M Barros, R Frank",2016.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:XiSMed-E-HIC
Shifty subjects and clause-mate restrictions,"M Barros, R Frank",2017.0,5.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:u9iWguZQMMsC
Detecting syntactic change using a neural part-of-speech tagger,"W Merrill, GF Stark, R Frank",2019.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:dshw04ExmUIC
Linguistically rich vector representations of supertags for TAG parsing,"D Friedman, J Kasai, RT McCoy, R Frank, F Davis, O Rambow",2017.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:a0OBvERweLwC
Structural analysis,R Frank,2017.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:bFI3QPDXJZMC
A constraint on long-distance multiple sluicing,"M Barros, R Frank",2017.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:Tiz5es2fbqcC
Do Language Models Learn Position-Role Mappings?,"J Petty, M Wilson, R Frank",2022.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:LPZeul_q3PIC
Comparing methods of tree-construction across mildly context-sensitive formalisms,"T Hunter, R Frank",2021.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:08ZZubdj9fEC
Sequence-to-sequence networks learn the meaning of reflexive anaphora,"R Frank, J Petty",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:WbkHhVStYXYC
Jabberwocky parsing: Dependency parsing with lexical noise,"J Kasai, R Frank",2019.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:CHSYGLWDkRkC
TAG Parser Evaluation using Textual Entailments,"P Xu, R Frank, J Kasai, O Rambow",2017.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:D03iK_w7-QYC
Documentation of Shared Decisionmaking in the Emergency Department,"D Chartash, M Sharifi, B Emerson, R Frank, EM Schoenfeld, J Tanner, ...",2021.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:tS2w5q8j5-wC
The Role of Linguistic Features in Domain Adaptation: TAG Parsing of Questions,"A Srivastava, R Frank, S Widder, D Chartash",2020.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:SP6oXDckpogC
Pivot-based word alignment,"T McCoy, R Frank",2017.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:1qzjygNMrQYC
Parasitic gaps and the heterogeneity of dependency formation in STAG,"DR Storoshenko, R Frank",2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:ZHo1McVdvXMC
Arguments for top-down derivations in syntax,"R Frank, H Kotek",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:D_sINldO8mEC
A Journal of Developmental Linguistics,"J Lidz, M Hirzel, M Becker, C Felser, T Ionin, O Mits, K Syrett, B Schwartz, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FRTxEQwAAAAJ&cstart=20&pagesize=80&citation_for_view=FRTxEQwAAAAJ:tkaPQYYpVKoC
"Dental microwear and Pliocene paleocommunity ecology of bovids, primates, rodents, and suids at Kanapoi","PS Ungar, EF Abella, JHE Burgman, IA Lazagabaster, JR Scott, ...",2020.0,37.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:W5xh706n7nkC
"The ecology of Australopithecus anamensis in the early Pliocene of Kanapoi, Kenya","R Bobe, FK Manthi, CV Ward, JM Plavcan, S Carvalho",2020.0,32.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:kuK5TVdYjLIC
A validated method for modeling anthropoid hip abduction in silico,"AS Hammond, JM Plavcan, CV Ward",2016.0,31.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:LjlpjdlvIbIC
"New fossils of Australopithecus anamensis from Kanapoi, West Turkana, Kenya (2012–2015)","CV Ward, JM Plavcan, FK Manthi",2020.0,29.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:AvfA0Oy_GE0C
A late Miocene hominid partial pelvis from Hungary,"CV Ward, AS Hammond, JM Plavcan, DR Begun",2019.0,29.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:KUbvn5osdkgC
Three‐dimensional anatomy of the anthropoid bony pelvis,"CV Ward, SD Maddux, ER Middleton",2018.0,28.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:b0M2c_1WBrUC
Thoracic vertebral count and thoracolumbar transition in Australopithecus afarensis,"CV Ward, TK Nalley, F Spoor, P Tafforeau, Z Alemseged",2017.0,27.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:kzcrU_BdoSEC
Determinants of iliac blade orientation in anthropoid primates,"ER Middleton, ZJ Winkler, AS Hammond, JM Plavcan, CV Ward",2017.0,23.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:JQOojiI6XY0C
"Cercopithecid fossils from Kanapoi, West Turkana, Kenya (2007–2015)","SR Frost, CV Ward, FK Manthi, JM Plavcan",2020.0,19.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:tuHXwOkdijsC
"A diminutive Pliocene guenon from Kanapoi, west Turkana, Kenya","JM Plavcan, CV Ward, RF Kay, FK Manthi",2019.0,12.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:g3aElNc5_aQC
"Hominin Postcranial Remains from Sterkfontein, South Africa, 1936-1995","B Zipfel, BG Richmond, CV Ward",2020.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:e_rmSamDkqQC
Pelvis,"M Haeusler, CB Ruff, B Zipfel, B Richmond, C Ward",2020.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:SpbeaW3--B0C
"Comparative morphology and ontogeny of the thoracolumbar transition in great apes, humans, and fossil hominins","TK Nalley, JE Scott, CV Ward, Z Alemseged",2019.0,8.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:hMsQuOkrut0C
"Comparative biomechanics of the Pan and Macaca mandibles during mastication: finite element modelling of loading, deformation and strain regimes","AL Smith, C Robinson, AB Taylor, O Panagiotopoulou, J Davis, CV Ward, ...",2021.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:hCrLmN-GePgC
Thoracolumbar vertebrae and ribs,"B Zipfel, BG Richmond, CV Ward",2020.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:oNZyr7d5Mn4C
Variability of human femoral geometry and its implications on nail design,"JC Arnone, BD Crist, CV Ward, AS El-Gizawy, T Pashuck, GJ Della Rocca",2021.0,5.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:Dip1O2bNi0gC
The partial skeletons,"CV Ward, M Haeusler, B Zipfel, B Richmond, C Ward",2020.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:-FonjvnnhkoC
Sternum morphology and locomotor adaptation in anthropoid primates,"MT Alwell, ER Middleton, CV Ward",2016.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:N5tVd3kTz84C
Evolutionary trends of the lateral foot in catarrhine primates: Contextualizing the fourth metatarsal of Australopithecus afarensis,"A Anaya, BA Patel, CM Orr, CV Ward, S Almécija",2021.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:5qfkUJPXOUwC
"Associated Australopithecus afarensis second and third metatarsals (AL 333-133) from Hadar, Ethiopia","JM DeSilva, E McNutt, B Zipfel, CV Ward, WH Kimbel",2020.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:PoWvk5oyLR8C
Introduction to special issue Kanapoi: Paleobiology of a Pliocene site in Kenya,"FK Manthi, JM Plavcan, CV Ward",2020.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:MLfJN-KU85MC
In vivo kinematics of the transverse tarsal joint complex in Macaca mulatta using XROMM,"S Kuo, NJ Gidmark, MC Granatosky, MF Laird, CF Ross, CV Ward",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=20&pagesize=80&citation_for_view=ASeQcyEAAAAJ:HbR8gkJAVGIC
Lost anatomies: The evolution of the human form,J Gurche,2019.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:HtEfBTGE9r8C
East African fossil record,"F McGechie, CV Ward",2018.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:uWiczbcajpAC
Pathways to primate hip function,"LK Aguilar, CE Collins, CV Ward, AS Hammond",2022.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:9pM33mqn1YgC
Long bone cross-sectional geometry,"B Zipfel, BG Richmond, CV Ward",2020.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:WZBGuue-350C
Neck muscle morphology and function in primates,"F McGechie, N Grider-Potter, T Nalley, E Fricano, C Ward",2020.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:S16KYo8Pm5AC
"An ape partial postcranial skeleton from the Middle Miocene of Napudet, Turkana Basin, Kenya","GA Russo, CV Ward, S Kuo, FR McGechie, IO Nengo",2019.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:p__nRnzSRKYC
Using novel 3D techniques to visualize and quantify primate neck anatomy,"F Mcgechie, S Sullivan, KM Middleton, CM Holliday, TK Nalley, ...",2019.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:ML0RJ9NH7IQC
"A synthesis of multi-proxy paleoenvironmental reconstruction methods: The depositional environments of the Lomekwi Member, Nachukui Formation, West Turkana","M Boyd, CS Feibel, FK Manthi, CV Ward, JM Plavcan",2018.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:Z5m8FVwuT1cC
Three-dimensional analysis of the distal humerus in catarrhines with implications for Miocene locomotor diversity,"F McGechie, S Kuo, CV Ward",2017.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:fEOibwPWpKIC
"Functional morphology of the fourth metatarsal in monkeys, apes, and Australopithecus afarensis","S Kuo, CV Ward, WH Kimbel, KA Congdon, DC Johanson",2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:eq2jaN3J8jMC
Three‐dimensional functional capacity of the intrinsic hand musculature in humans and chimpanzees,"MG Fields, EM Mackereth, SP Sullivan, FR McGechie, KM Middleton, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:YohjEiUPhakC
"New fossils of Australopithecus anamensis from Kanapoi, West Turkana, Kenya (2012-2015)(vol 140, 102368, 2020)","CVK Ward, JM Plavcan, FK Manthi",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:4fGpz3EwCPoC
"Locomotor and taxonomic diversity in Pleistocene hominins from Koobi Fora, Kenya","CV Ward, AS Hammond, CS Mongle, FE Grine, J Lawrence, WH Kimbel",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:rmuvC79q63oC
Comparing 3D Estimates of Neck Muscle Function in Primates,"FR Mcgechie, KM Middleton, CM Holliday, TK Nalley, E Fricano, ...",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:_axFR9aDTf0C
"Corrigendum to"" New fossils of Australopithecus anamensis from Kanapoi, West Turkana, Kenya (2012-2015)""[Journal of Human Evolution 140 (2020) 102368].","CV Ward, JM Plavcan, FK Manthi",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:86PQX7AUzd4C
Acetabular Orientation in Hominins and Other Anthropoids,"A Lawrence, A Hammond, C Ward",2021.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ASeQcyEAAAAJ&cstart=100&pagesize=100&citation_for_view=ASeQcyEAAAAJ:0N-VGjzr574C
